,index,skills
2983,2983,Pentest
2984,2984,graybox
2985,2985,MS PowerPoint
2986,2986,Грамотная речь
2987,2987,Аналитические способности
2988,2988,Customer orientation
2989,2989,Проведение маркетинговых исследований
2990,2990,UX
2991,2991,UI
2992,2992,Организация мероприятий
2993,2993,Организация пресс-конференций
2994,2994,Организация корпоративных мероприятий
2995,2995,Внутренние коммуникации
2996,2996,Организация промо акций
2997,2997,Организаторские навыки
2998,2998,Внимательность
2999,2999,ЕСТД
3000,3000,ЕСКД
3001,3001,Технология машиностроения
3002,3002,Siemens NX
3003,3003,Готовность к командировкам
3004,3004,Администрирование сетевого оборудования
3005,3005,Администрирование серверов Linux
3006,3006,wildberries
3007,3007,WB
3008,3008,ozon
3009,3009,Маркетинговый анализ
3010,3010,SEO оптимизация
3011,3011,Аналитика маркетплейсов
3012,3012,Аналитическое мышление
3013,3013,SEO-тексты
3014,3014,ABC-анализ
3015,3015,Продвижение бренда
3016,3016,Английский язык
3017,3017,Деловая переписка
3018,3018,Ведение переговоров
3019,3019,Английский — C1 — Продвинутый
3020,3020,BPMN
3021,3021,UML
3022,3022,REST
3023,3023,Системный анализ
3024,3024,Бизнес-анализ
3025,3025,Инструменты маркетплейсов
3026,3026,Аналитика маркетплейсов
3027,3027,Аналитика продаж
3028,3028,Аудит продаж
3029,3029,Стратегия продаж
3030,3030,Анализ конкурентной среды
3031,3031,Планирование продаж
3032,3032,Прогнозирование продаж
3033,3033,Интернет-маркетинг
3034,3034,Оформление карточек товара
3035,3035,Рекламации
3036,3036,Отгрузка товара
3037,3037,Работа с претензиями
3038,3038,АРМ СРЗА
3039,3039,AutoCAD
3040,3040,Английский язык
3041,3041,Обучение
3042,3042,Дистанционное обучение
3043,3043,B2B Продажи
3044,3044,Business development manager
3045,3045,IT Sales manager
3046,3046,ITSM
3047,3047,ITIL
3048,3048,Коммуникабельность
3049,3049,Деловое общение
3050,3050,Деловая переписка
3051,3051,Организаторские навыки
3052,3052,Ответственность
3053,3053,Проектная документация
3054,3054,Контроль выполнения задач
3055,3055,Ведение проектной документации
3056,3056,Организация административно-хозяйственного обеспечения
3057,3057,Ремонтные работы
3058,3058,Организация ремонта
3059,3059,Хозяйственное обеспечение производственных помещений
3060,3060,Взаимодействие с субподрядными организациями
3061,3061,Взаимодействие с государственными контролирующими органами
3062,3062,Нормативно-техническая документация
3063,3063,Английский язык
3064,3064,Групповое обучение
3065,3065,Преподаватель
3066,3066,Английский — C2 — В совершенстве
3067,3067,Pentest
3068,3068,SQL
3069,3069,PostgreSQL
3070,3070,Postman
3071,3071,Первичная бухгалтерская документация
3072,3072,Первичная документация
3073,3073,Учет ТМЦ
3074,3074,Налоговая отчетность
3075,3075,Платежные поручения
3076,3076,Расчеты с поставщиками и подрядчиками
3077,3077,Отчет о движении денежных средств
3078,3078,1С: Предприятие 8
3079,3079,1С: Бухгалтерия
3080,3080,Управление бухгалтерией
3081,3081,Бухгалтерская отчетность
3082,3082,Контроль кредиторской задолженности
3083,3083,Акты сверок
3084,3084,Контур-Экстерн
3085,3085,Первичная бухгалтерская документация
3086,3086,Первичная документация
3087,3087,Учет ТМЦ
3088,3088,Налоговая отчетность
3089,3089,Платежные поручения
3090,3090,Расчеты с поставщиками и подрядчиками
3091,3091,Отчет о движении денежных средств
3092,3092,1С: Предприятие 8
3093,3093,1С: Бухгалтерия
3094,3094,Управление бухгалтерией
3095,3095,Бухгалтерская отчетность
3096,3096,Контроль кредиторской задолженности
3097,3097,Акты сверок
3098,3098,Контур-Экстерн
3099,3099,AutoCAD
3100,3100,Архитектура
3101,3101,Проектирование зданий и сооружений
3102,3102,Revit
3103,3103,Проектная документация
3104,3104,Разработка проектной документации
3105,3105,СНиП
3106,3106,Знание нормативной документации
3107,3107,Проектирование зданий и сооружений
3108,3108,AutoCAD
3109,3109,CorelDRAW
3110,3110,Архитектура
3111,3111,Дизайн интерьера
3112,3112,3D Моделирование
3113,3113,3ds Max
3114,3114,Autodesk Revit
3115,3115,Графический дизайн
3116,3116,Дизайн
3117,3117,ArchiCAD
3118,3118,1С программирование
3119,3119,Оптимизация кода
3120,3120,1С: Предприятие 8
3121,3121,Автоматизация
3122,3122,1С программирование
3123,3123,Оптимизация кода
3124,3124,1С: Предприятие 8
3125,3125,Автоматизация
3126,3126,1С программирование
3127,3127,Оптимизация кода
3128,3128,1С: Предприятие 8
3129,3129,Автоматизация
3130,3130,1С: Зарплата и управление персоналом
3131,3131,Риск-менеджмент
3132,3132,Жизненный цикл модели
3133,3133,Валидация
3134,3134,SQL
3135,3135,Python
3136,3136,Математическая статистика
3137,3137,Моделирование
3138,3138,Jira
3139,3139,Atlassian Confluence
3140,3140,Junior-разработчик
3141,3141,1С: Предприятие
3142,3142,Автоматизация
3143,3143,BPMN
3144,3144,IDEF0
3145,3145,Грамотная речь
3146,3146,Моделирование бизнес процессов
3147,3147,Консультирование
3148,3148,1С: Предприятие
3149,3149,Автоматизация
3150,3150,BPMN
3151,3151,IDEF0
3152,3152,Грамотная речь
3153,3153,Моделирование бизнес процессов
3154,3154,Консультирование
3155,3155,1С: Предприятие
3156,3156,Автоматизация
3157,3157,BPMN
3158,3158,IDEF0
3159,3159,Грамотная речь
3160,3160,Моделирование бизнес процессов
3161,3161,Консультирование
3162,3162,1С: Предприятие
3163,3163,Автоматизация
3164,3164,BPMN
3165,3165,IDEF0
3166,3166,Грамотная речь
3167,3167,Моделирование бизнес процессов
3168,3168,Консультирование
3169,3169,1С: Предприятие
3170,3170,Автоматизация
3171,3171,BPMN
3172,3172,IDEF0
3173,3173,Грамотная речь
3174,3174,Моделирование бизнес процессов
3175,3175,Консультирование
3176,3176,Node.js
3177,3177,TypeScript
3178,3178,MySQL
3179,3179,Redis
3180,3180,React
3181,3181,Git
3182,3182,Docker-compose
3183,3183,SQL
3184,3184,Docker
3185,3185,CI/CD
3186,3186,Grafana
3187,3187,Prometheus
3188,3188,Python
3189,3189,SQL
3190,3190,Clickhouse
3191,3191,ETL
3192,3192,Apache Airflow
3193,3193,MySQL
3194,3194,PostgreSQL
3195,3195,Linux
3196,3196,Оптимизация кода
3197,3197,Power BI
3198,3198,OLAP
3199,3199,Qlik Sense
3200,3200,QlikView
3201,3201,SQL
3202,3202,ETL
3203,3203,Clickhouse
3204,3204,Linux
3205,3205,Сетевые протоколы
3206,3206,PHP
3207,3207,Laravel
3208,3208,Symfony
3209,3209,ООП
3210,3210,Linux
3211,3211,Git
3212,3212,С
3213,3213,PostgreSQL
3214,3214,Python
3215,3215,Linux
3216,3216,Golang
3217,3217,Apache Kafka
3218,3218,Clickhouse
3219,3219,Gitlab
3220,3220,PostgreSQL
3221,3221,Docker
3222,3222,Git
3223,3223,SOLID
3224,3224,Kotlin
3225,3225,Оптимизация кода
3226,3226,REST API
3227,3227,Базы данных
3228,3228,JavaScript
3229,3229,TypeScript
3230,3230,React
3231,3231,CSS
3232,3232,Sass
3233,3233,WebGL
3234,3234,WebGPU
3235,3235,WebRTC
3236,3236,Английский — B2 — Средне-продвинутый
3237,3237,Python
3238,3238,JavaScript
3239,3239,TypeScript
3240,3240,Machine Learning
3241,3241,Stable Diffusion
3242,3242,ControlNet
3243,3243,Generative AI
3244,3244,Image generation
3245,3245,FastAPI
3246,3246,Flask
3247,3247,Django
3248,3248,REST API
3249,3249,WebSocket
3250,3250,PostgreSQL
3251,3251,RabbitMQ
3252,3252,Docker
3253,3253,Git
3254,3254,CI/CD
3255,3255,PHP
3256,3256,Laravel
3257,3257,Yii
3258,3258,Python
3259,3259,Нейронные сети
3260,3260,ML
3261,3261,Golang
3262,3262,Go
3263,3263,PHP
3264,3264,OpenStack
3265,3265,Операционные системы
3266,3266,Python
3267,3267,Linux
3268,3268,Bash
3269,3269,Ansible
3270,3270,SQL
3271,3271,JavaScript
3272,3272,MySQL
3273,3273,Python
3274,3274,Yii2
3275,3275,php8
3276,3276,MariaDB
3277,3277,Clickhouse
3278,3278,Nginx + php-fpm
3279,3279,Codecept
3280,3280,Gitlab
3281,3281,Jira
3282,3282,Confluence
3283,3283,Sentry
3284,3284,C++
3285,3285,Linux
3286,3286,Node.js
3287,3287,JavaScript
3288,3288,Криптография
3289,3289,Delphi
3290,3290,Spring
3291,3291,MySQL
3292,3292,ООП
3293,3293,React
3294,3294,Java
3295,3295,Bootstrap
3296,3296,TypeScript
3297,3297,React
3298,3298,TypeScript
3299,3299,Spring Boot
3300,3300,Kafka
3301,3301,Java
3302,3302,Clickhouse
3303,3303,PostgreSQL
3304,3304,Docker
3305,3305,Работа с большим объемом информации
3306,3306,PHP
3307,3307,Laravel
3308,3308,Elasticsearch
3309,3309,API
3310,3310,Greenplum
3311,3311,Python
3312,3312,C++
3313,3313,SQL
3314,3314,HTTP
3315,3315,WS
3316,3316,MAVLink
3317,3317,Контроль качества
3318,3318,Расчет себестоимости
3319,3319,Контроль выполнения задач
3320,3320,Составление технологических карт
3321,3321,Python
3322,3322,C++
3323,3323,SQL
3324,3324,HTTP
3325,3325,WS
3326,3326,MAVLink
3327,3327,PHP
3328,3328,Linux
3329,3329,PostgreSQL
3330,3330,Git
3331,3331,Настройка серверов Apache
3332,3332,HTML
3333,3333,MySQL
3334,3334,JavaScript
3335,3335,TypeScript
3336,3336,Node.js
3337,3337,MongoDB
3338,3338,1С программирование
3339,3339,1С: Бухгалтерия
3340,3340,1С: Зарплата и кадры
3341,3341,1С: Зарплата и управление персоналом
3342,3342,Бухгалтерская отчетность
3343,3343,Обновление конфигурации 1С
3344,3344,Разработка технических заданий
3345,3345,1C
3346,3346,Разработка в оперативном финансовом учете
3347,3347,Интеграция 1С
3348,3348,REST API
3349,3349,БСП
3350,3350,СКД
3351,3351,КД2
3352,3352,КД3
3353,3353,MySQL
3354,3354,JavaScript
3355,3355,PHP
3356,3356,Git
3357,3357,Веб-программирование
3358,3358,REST API
3359,3359,Английский — A1 — Начальный
3360,3360,PHP
3361,3361,CRM
3362,3362,MySQL
3363,3363,JavaScript
3364,3364,Skillbox Media
3365,3365,Разработчик
3366,3366,Програмирование
3367,3367,It
3368,3368,HTML
3369,3369,SSH
3370,3370,MS SQL
3371,3371,jQuery
3372,3372,Linux
3373,3373,Настройка ПК
3374,3374,Настройка ПО
3375,3375,Laravel
3376,3376,Krayin
3377,3377,Архитектура системы
3378,3378,Android
3379,3379,Java
3380,3380,Android SDK
3381,3381,Kotlin
3382,3382,MVVM
3383,3383,Product Flavors
3384,3384,Build Variants
3385,3385,AndroidX
3386,3386,Jetpack
3387,3387,Coroutines
3388,3388,WorkManager
3389,3389,Firebase
3390,3390,OkHttp
3391,3391,Retrofit
3392,3392,ExoPlayer
3393,3393,Glide
3394,3394,Jenkins
3395,3395,C#
3396,3396,.NET Framework
3397,3397,.NET Core
3398,3398,OOP
3399,3399,SOLID
3400,3400,TDD
3401,3401,SOAP
3402,3402,RabbitMQ
3403,3403,REST API
3404,3404,JSON
3405,3405,SQL
3406,3406,Git
3407,3407,merge requets
3408,3408,"scrum, kanban, XP, etc"
3409,3409,Docker
3410,3410,Entity Framework
3411,3411,JavaScript
3412,3412,TypeScript
3413,3413,Angular
3414,3414,Kubernetes
3415,3415,OpenShift
3416,3416,ELK
3417,3417,gRPC
3418,3418,protobuf
3419,3419,JavaScript
3420,3420,TypeScript
3421,3421,React
3422,3422,REST
3423,3423,REST API
3424,3424,Webpack
3425,3425,Кроссбраузерная верстка
3426,3426,Адаптивная верстка
3427,3427,Webflow
3428,3428,HTML
3429,3429,Разработка технических заданий
3430,3430,CSS3
3431,3431,Прототипирование
3432,3432,Python
3433,3433,FastAPI
3434,3434,PostgreSQL
3435,3435,Agile
3436,3436,Flask
3437,3437,Greenplum
3438,3438,Clickhouse
3439,3439,Apache Airflow
3440,3440,pandas
3441,3441,Apache Superset
3442,3442,Jenkins
3443,3443,Docker
3444,3444,k8s
3445,3445,Git
3446,3446,Django
3447,3447,NoSQL
3448,3448,PHP
3449,3449,Laravel
3450,3450,Linux
3451,3451,MySQL
3452,3452,Docker
3453,3453,Yandex Tracker
3454,3454,Git-flow
3455,3455,1C-Bitrix
3456,3456,API Bitrix
3457,3457,JavaScript
3458,3458,CSS
3459,3459,HTML
3460,3460,API
3461,3461,Laravel + Yii
3462,3462,MySQL
3463,3463,PHP
3464,3464,GitHub
3465,3465,REST API
3466,3466,HTML
3467,3467,Рефакторинг кода
3468,3468,Оптимизация кода
3469,3469,SQL
3470,3470,Opencart
3471,3471,Приготовление блюд кавказкой кухни
3472,3472,Приготовление блюд итальянской кухни
3473,3473,Приготовление блюд европейской кухни
3474,3474,Приготовление блюд русской кухни
3475,3475,Приготовление блюд мексиканской кухни
3476,3476,Приготовление блюд немецкой кухни
3477,3477,Приготовление блюд азиатской кухни
3478,3478,Приготовление блюд диетической кухни
3479,3479,Приготовление горячих блюд
3480,3480,Приготовление холодных блюд
3481,3481,Приготовление блюд восточной кухни
3482,3482,WMS
3483,3483,PHP
3484,3484,Laravel
3485,3485,Linux
3486,3486,MySQL
3487,3487,Docker
3488,3488,Yandex Tracker
3489,3489,Git-flow
3490,3490,1C-Bitrix
3491,3491,API Bitrix
3492,3492,JavaScript
3493,3493,CSS
3494,3494,HTML
3495,3495,API
3496,3496,Laravel + Yii
3497,3497,MySQL
3498,3498,PHP
3499,3499,GitHub
3500,3500,REST API
3501,3501,HTML
3502,3502,Рефакторинг кода
3503,3503,Оптимизация кода
3504,3504,SQL
3505,3505,Opencart
3506,3506,Приготовление блюд кавказкой кухни
3507,3507,Приготовление блюд итальянской кухни
3508,3508,Приготовление блюд европейской кухни
3509,3509,Приготовление блюд русской кухни
3510,3510,Приготовление блюд мексиканской кухни
3511,3511,Приготовление блюд немецкой кухни
3512,3512,Приготовление блюд азиатской кухни
3513,3513,Приготовление блюд диетической кухни
3514,3514,Приготовление горячих блюд
3515,3515,Приготовление холодных блюд
3516,3516,Приготовление блюд восточной кухни
3517,3517,Golang
3518,3518,gRPC
3519,3519,Redis
3520,3520,Английский язык
3521,3521,Kubernetes
3522,3522,Docker
3523,3523,Grafana
3524,3524,Prometheus
3525,3525,Английский — B1 — Средний
3526,3526,C#
3527,3527,ASP.NET
3528,3528,ООП
3529,3529,LINQ
3530,3530,MVC
3531,3531,REST
3532,3532,Unit Testing
3533,3533,WPF
3534,3534,SQL
3535,3535,Kubernetes
3536,3536,MongoDB
3537,3537,RabbitMQ
3538,3538,Docker
3539,3539,Golang
3540,3540,Git
3541,3541,Python
3542,3542,C
3543,3543,Программирование алгоритмов
3544,3544,Алгоритмы и структуры данных
3545,3545,Цифровая обработка сигналов
3546,3546,Спутниковая навигация
3547,3547,Навигационные алгоритмы
3548,3548,JavaScript
3549,3549,Git
3550,3550,HTML5
3551,3551,REST API
3552,3552,reactJS
3553,3553,CSS4
3554,3554,Redux
3555,3555,WebSoft HCM
3556,3556,VueJS
3557,3557,JavaScript
3558,3558,TypeScript
3559,3559,Docker
3560,3560,Golang
3561,3561,SQL
3562,3562,PostgreSQL
3563,3563,Docker
3564,3564,PHP
3565,3565,HTTP
3566,3566,1С программирование
3567,3567,Оптимизация кода
3568,3568,Разработка ПО
3569,3569,1С: Управление предприятием
3570,3570,React Native
3571,3571,Разработка мобильных приложений IOS/Android
3572,3572,Git
3573,3573,Python
3574,3574,Git
3575,3575,PostgreSQL
3576,3576,Django Framework
3577,3577,Linux
3578,3578,1С программирование
3579,3579,1С: Предприятие 8
3580,3580,1C: ERP
3581,3581,БСП
3582,3582,СКД
3583,3583,Оптимизация запросов
3584,3584,1С
3585,3585,1С: Комплексная автоматизация
3586,3586,1С: Управление Торговлей
3587,3587,Golang
3588,3588,Go
3589,3589,REST
3590,3590,gPRC
3591,3591,API
3592,3592,Git
3593,3593,Linux
3594,3594,Unix
3595,3595,C/C++
3596,3596,Gitlab
3597,3597,KVM
3598,3598,OpenStack
3599,3599,Разработка нового продукта
3600,3600,Расчет себестоимости
3601,3601,Разработка технических заданий
3602,3602,Составление технологических карт
3603,3603,FastAPI
3604,3604,Angular
3605,3605,TypeScript
3606,3606,JavaScript
3607,3607,API
3608,3608,HTML
3609,3609,HTML5
3610,3610,Git
3611,3611,Android
3612,3612,Kotlin
3613,3613,Java
3614,3614,MVVM
3615,3615,Clean Architecture
3616,3616,C++
3617,3617,Wordpress
3618,3618,SEO
3619,3619,PHP
3620,3620,jQuery
3621,3621,JavaScript
3622,3622,HTML
3623,3623,JSON
3624,3624,CSS
3625,3625,Java
3626,3626,PostgreSQL
3627,3627,Spring Framework
3628,3628,Docker
3629,3629,Spring Boot
3630,3630,Apache Kafka
3631,3631,Apache NiFi
3632,3632,Node.js
3633,3633,PostgreSQL
3634,3634,Power BI
3635,3635,Python
3636,3636,SQL
3637,3637,Apache Airflow
3638,3638,JavaScript
3639,3639,TypeScript
3640,3640,React JS
3641,3641,CSS3
3642,3642,Git
3643,3643,Linux
3644,3644,C/C++
3645,3645,Python
3646,3646,SQL
3647,3647,RabbitMQ
3648,3648,Kafka
3649,3649,Django
3650,3650,REST API
3651,3651,Backend
3652,3652,Docker
3653,3653,Celery
3654,3654,HTML
3655,3655,Memcached
3656,3656,Redis
3657,3657,Django Framework
3658,3658,NoSQL
3659,3659,SOLID
3660,3660,OpenAPI
3661,3661,SwaggerUI
3662,3662,Agile
3663,3663,Программирование
3664,3664,CSS3
3665,3665,HTML5
3666,3666,Less
3667,3667,Sass
3668,3668,Vue.js
3669,3669,API
3670,3670,Highload
3671,3671,CSS
3672,3672,JavaScript
3673,3673,Gulp
3674,3674,Адаптивная верстка
3675,3675,Symfony
3676,3676,Yii
3677,3677,MySQL
3678,3678,PHP
3679,3679,JavaScript
3680,3680,VueJS
3681,3681,Nuxt
3682,3682,Python
3683,3683,PostgreSQL
3684,3684,RabbitMQ
3685,3685,FastAPI
3686,3686,Java
3687,3687,Java SE
3688,3688,JavaScript
3689,3689,HTML
3690,3690,HTTPS
3691,3691,API
3692,3692,API Gateway
3693,3693,API Key
3694,3694,Кроссбраузерная верстка
3695,3695,Python
3696,3696,Django Rest Framework
3697,3697,GitHub
3698,3698,PostgreSQL
3699,3699,PHP
3700,3700,Git
3701,3701,REST API
3702,3702,Laravel
3703,3703,Symfony
3704,3704,SOLID
3705,3705,Docker
3706,3706,HTML
3707,3707,Swift
3708,3708,SwiftUI
3709,3709,UIKit
3710,3710,RestApi
3711,3711,API
3712,3712,Git
3713,3713,iOS
3714,3714,Junior
3715,3715,Middle
3716,3716,Python
3717,3717,FastAPI
3718,3718,SQLAlchemy
3719,3719,Pydantic
3720,3720,Python asyncio
3721,3721,GOF
3722,3722,SOLID
3723,3723,REST API
3724,3724,GraphQL
3725,3725,gRPC
3726,3726,AMQP
3727,3727,Apache Kafka
3728,3728,MQTT
3729,3729,ORACLE
3730,3730,PostgreSQL
3731,3731,MySQL
3732,3732,NoSQL
3733,3733,Gitlab
3734,3734,Git
3735,3735,Atlassian Jira
3736,3736,Atlassian Confluence
3737,3737,Docker
3738,3738,Docker-compose
3739,3739,Kubernetes
3740,3740,Linux
3741,3741,1С программирование
3742,3742,1С: Бухгалтерия
3743,3743,1С: Зарплата и управление персоналом
3744,3744,1С: Предприятие 8
3745,3745,1С: Управление Торговлей
3746,3746,ERP-системы на базе 1С
3747,3747,Обновление конфигурации 1С
3748,3748,Системная интеграция
3749,3749,Разработка требований к качеству
3750,3750,HTML
3751,3751,CSS
3752,3752,JS
3753,3753,Figma
3754,3754,UX/UI дизайн
3755,3755,HTTP
3756,3756,WS
3757,3757,Adobe
3758,3758,Bitrix24
3759,3759,ООП
3760,3760,Git
3761,3761,PHP
3762,3762,Docker
3763,3763,Английский язык
3764,3764,Проектирование
3765,3765,Системы контроля версий
3766,3766,Чтение электрических схем
3767,3767,Консультирование клиентов
3768,3768,Умение общаться с клиентами
3769,3769,пищевые ароматизаторы
3770,3770,технолог
3771,3771,ASP.NET
3772,3772,PostgreSQL
3773,3773,C#
3774,3774,MS SQL
3775,3775,.NET Core
3776,3776,MongoDB
3777,3777,RabbitMQ
3778,3778,Apache Kafka
3779,3779,Kubernetes
3780,3780,Закупки
3781,3781,Договорная работа
3782,3782,Претензионная работа
3783,3783,Мониторинг цен
3784,3784,Контроль выполнения задач
3785,3785,Закупка канцтоваров
3786,3786,Закупка материалов
3787,3787,Планирование товарных запасов
3788,3788,Оптимизация товарных запасов
3789,3789,Управление закупками
3790,3790,Контроль остатков
3791,3791,Мониторинг рынка
3792,3792,Составление отчетов
3793,3793,Разработка косметических средств
3794,3794,GMP / ISO 22716
3795,3795,Химико-технологические процессы
3796,3796,INCI
3797,3797,Работа с сырьём
3798,3798,Техническая документация
3799,3799,Лабораторные исследования
3800,3800,Формулирование рецептур
3801,3801,Стабильностные тесты
3802,3802,IT
3803,3803,Разработка поисковых технологий
3804,3804,Java
3805,3805,Redis
3806,3806,RabbitMQ
3807,3807,Kafka
3808,3808,Clickhouse
3809,3809,Linux (Ubuntu)
3810,3810,JS
3811,3811,jQuery
3812,3812,SQL
3813,3813,Yii
3814,3814,PHP
3815,3815,C#
3816,3816,WPF
3817,3817,ASP.NET
3818,3818,WCF
3819,3819,.NET Framework
3820,3820,Английский язык
3821,3821,Английский — A2 — Элементарный
3822,3822,Схемотехника электронного оборудования
3823,3823,ПЛИС
3824,3824,Altium Designer
3825,3825,Руководство коллективом
3826,3826,C/C++
3827,3827,SOC
3828,3828,Лазерная техника
3829,3829,Разработка электросхем
3830,3830,Power Integrity
3831,3831,Signal Integrity
3832,3832,FPGA
3833,3833,1С программирование
3834,3834,1С: Бухгалтерия и склад
3835,3835,1С: Бухгалтерия
3836,3836,SQL
3837,3837,1С: Документооборот
3838,3838,1С: Управление предприятием
3839,3839,1С: Зарплата и управление персоналом
3840,3840,Системная интеграция
3841,3841,Бюджетирование
3842,3842,Казначейство
3843,3843,HTTP
3844,3844,REST
3845,3845,PHP
3846,3846,Laravel
3847,3847,JavaScript
3848,3848,ES6
3849,3849,React
3850,3850,React Native
3851,3851,VueJS
3852,3852,frontend
3853,3853,mobile
3854,3854,Angular
3855,3855,TypeScript
3856,3856,Веб-программирование
3857,3857,Flutter
3858,3858,Spring Boot
3859,3859,SQL
3860,3860,Jenkins
3861,3861,PostgreSQL
3862,3862,MDM
3863,3863,Scrum
3864,3864,Java
3865,3865,OpenShift
3866,3866,PHP
3867,3867,Js
3868,3868,Yii
3869,3869,MySQL
3870,3870,CSS
3871,3871,HTML
3872,3872,C#
3873,3873,PostgreSQL
3874,3874,Clickhouse
3875,3875,MS SQL
3876,3876,SQL
3877,3877,.NET Core
3878,3878,Kafka
3879,3879,RabbitMQ
3880,3880,MySQL
3881,3881,Ruby
3882,3882,Ruby On Rails
3883,3883,SQL
3884,3884,DDD
3885,3885,Golang
3886,3886,MySQL
3887,3887,Oracle DB
3888,3888,Docker
3889,3889,Linux
3890,3890,Git
3891,3891,PHP
3892,3892,1С-Битрикс
3893,3893,Интеграционное тестирование
3894,3894,Проектирование высоконагруженных систем
3895,3895,MongoDB
3896,3896,REST API
3897,3897,Микросервисная архитектура
3898,3898,Android
3899,3899,Kotlin
3900,3900,Linux
3901,3901,Java
3902,3902,MVVM
3903,3903,AOSP
3904,3904,Git
3905,3905,Driver
3906,3906,C/C++
3907,3907,HTML
3908,3908,CSS
3909,3909,Bitrix
3910,3910,PHP
3911,3911,Разработка алгоритмов
3912,3912,ML
3913,3913,Python
3914,3914,PyTorch
3915,3915,TensorFlow
3916,3916,FastAPI
3917,3917,Django
3918,3918,Linux
3919,3919,CI/CD
3920,3920,OpenCV
3921,3921,GFS
3922,3922,WRF
3923,3923,1С программирование
3924,3924,Работа с большим объемом информации
3925,3925,1С: Предприятие 8
3926,3926,1C: ERP
3927,3927,Автоматизация процессов
3928,3928,ERP-системы на базе 1С
3929,3929,1С: Документооборот
3930,3930,Аналитическое мышление
3931,3931,Обновление конфигурации 1С
3932,3932,Базы данных
3933,3933,1С: Бухгалтерия
3934,3934,Python
3935,3935,SQL
3936,3936,Clickhouse
3937,3937,ETL
3938,3938,Apache Airflow
3939,3939,MySQL
3940,3940,PostgreSQL
3941,3941,Linux
3942,3942,Оптимизация кода
3943,3943,Английский — B1 — Средний
3944,3944,Qt
3945,3945,SQL
3946,3946,C++
3947,3947,MFC
3948,3948,1С WMS Axelot
3949,3949,WMS
3950,3950,Аналитическое мышление
3951,3951,1С
3952,3952,1С программирование
3953,3953,1С: Документооборот
3954,3954,Английский — A1 — Начальный
3955,3955,Русский — C2 — В совершенстве
3956,3956,1 с
3957,3957,1С: Бухгалтерия
3958,3958,1С: Предприятие 8
3959,3959,1C: ERP
3960,3960,SQL
3961,3961,JavaScript
3962,3962,Python
3963,3963,Bubble
3964,3964,API
3965,3965,REST API
3966,3966,JSON
3967,3967,Bubble API Connector
3968,3968,Ruby On Rails
3969,3969,Ruby
3970,3970,PostgreSQL
3971,3971,Разработка нового продукта
3972,3972,1С: Предприятие 8
3973,3973,Работа с документами
3974,3974,Лабораторная работа
3975,3975,Сертификация продукции
3976,3976,Разработка и внедрение политик и процедур
3977,3977,Разработка регламентов
3978,3978,Технологические карты
3979,3979,Контроль качества
3980,3980,Производственное планирование
3981,3981,PHP
3982,3982,Symfony
3983,3983,Git
3984,3984,JavaScript
3985,3985,API
3986,3986,Figma
3987,3987,1С программирование
3988,3988,Обновление конфигурации 1С
3989,3989,1C ERP
3990,3990,Создание конфигурации 1С
3991,3991,C++
3992,3992,ARM
3993,3993,Cortex-M
3994,3994,STM32
3995,3995,MSP430
3996,3996,Embedded
3997,3997,Английский — A1 — Начальный
3998,3998,SQL
3999,3999,PostgreSQL
4000,4000,C#
4001,4001,Metatrader4/5
4002,4002,cTrader
4003,4003,Биржевые шлюзы
4004,4004,FastAPI
4005,4005,Jira
4006,4006,YouTrack
4007,4007,Allure
4008,4008,Английский — B2 — Средне-продвинутый
4009,4009,SQL
4010,4010,XML
4011,4011,Базы данных
4012,4012,1С: Документооборот
4013,4013,1С программирование
4014,4014,TMS Systems
4015,4015,Кроссбраузерная верстка
4016,4016,HTML
4017,4017,CSS
4018,4018,JavaScript
4019,4019,Адаптивная верстка
4020,4020,React
4021,4021,Git
4022,4022,TypeScript
4023,4023,NextJS
4024,4024,SQL
4025,4025,TCP/IP
4026,4026,C#
4027,4027,VB
4028,4028,ASP.NET
4029,4029,1C: ERP
4030,4030,1С: Бухгалтерия
4031,4031,ERP-системы на базе 1С
4032,4032,1С программирование
4033,4033,1С: УСН
4034,4034,Системная интеграция
4035,4035,Оптимизация кода
4036,4036,Восстановление бухгалтерского учета
4037,4037,1С: Документооборот
4038,4038,1С: Комплексная автоматизация
4039,4039,C/C++
4040,4040,Программирование
4041,4041,ARM
4042,4042,FPGA
4043,4043,ПЛИС
4044,4044,VHDL
4045,4045,STM
4046,4046,STM32
4047,4047,Altera
4048,4048,Xilinx
4049,4049,AVR
4050,4050,Atmel
4051,4051,Английский — A2 — Элементарный
4052,4052,PostgreSQL
4053,4053,ЦФТ
4054,4054,XML
4055,4055,XSLT
4056,4056,HTML
4057,4057,PLPlus
4058,4058,C/C++
4059,4059,Git
4060,4060,ARM
4061,4061,PHP
4062,4062,Swift
4063,4063,iOS
4064,4064,JavaScript
4065,4065,UIKit
4066,4066,REST API
4067,4067,Git
4068,4068,Xcode
4069,4069,1С: Управление Торговлей
4070,4070,Scrum
4071,4071,Git
4072,4072,RabbitMQ
4073,4073,1С программирование
4074,4074,PHP
4075,4075,HTML
4076,4076,MySQL
4077,4077,jQuery
4078,4078,CSS3
4079,4079,WMS-системы
4080,4080,C++
4081,4081,Linux
4082,4082,ООП
4083,4083,C/C++
4084,4084,Qt
4085,4085,SQL
4086,4086,PostgreSQL
4087,4087,iOS
4088,4088,Swift
4089,4089,Python
4090,4090,Java
4091,4091,Ruby
